CSDUID,CSD,Period,IndicatorSummaryDescription,Structural Type,UnitOfMeasure,OriginalValue
4804019,Youngstown,2011,Private Households by Structural Type,Single-detached house,,70
4804019,Youngstown,2016,Private Households by Structural Type,Single-detached house,,50
4804019,Youngstown,2021,Private Households by Structural Type,Single-detached house,,65
4804020,Special Area No. 4,2001,Private Households by Structural Type,Single-detached house,,455
4804020,Special Area No. 4,2006,Private Households by Structural Type,Single-detached house,,430
4804020,Special Area No. 4,2011,Private Households by Structural Type,Single-detached house,,420
4804020,Special Area No. 4,2016,Private Households by Structural Type,Single-detached house,,395
4804020,Special Area No. 4,2021,Private Households by Structural Type,Single-detached house,,400
4804021,Veteran,2001,Private Households by Structural Type,Single-detached house,,100
4804021,Veteran,2006,Private Households by Structural Type,Single-detached house,,125
4804021,Veteran,2011,Private Households by Structural Type,Single-detached house,,85
4804021,Veteran,2016,Private Households by Structural Type,Single-detached house,,95
4804021,Veteran,2021,Private Households by Structural Type,Single-detached house,,100
4804022,Consort,2001,Private Households by Structural Type,Single-detached house,,220
4804022,Consort,2006,Private Households by Structural Type,Single-detached house,,210
4804022,Consort,2011,Private Households by Structural Type,Single-detached house,,215
4804022,Consort,2016,Private Households by Structural Type,Single-detached house,,235
4804022,Consort,2021,Private Households by Structural Type,Single-detached house,,200
4805001,Vulcan County,2001,Private Households by Structural Type,Single-detached house,,1030
4805001,Vulcan County,2006,Private Households by Structural Type,Single-detached house,,1075
4805001,Vulcan County,2011,Private Households by Structural Type,Single-detached house,,1055
4805001,Vulcan County,2016,Private Households by Structural Type,Single-detached house,,1080
4805001,Vulcan County,2021,Private Households by Structural Type,Single-detached house,,1175
4805002,Carmangay,2001,Private Households by Structural Type,Single-detached house,,85
4805002,Carmangay,2006,Private Households by Structural Type,Single-detached house,,90
4805002,Carmangay,2011,Private Households by Structural Type,Single-detached house,,85
4805002,Carmangay,2016,Private Households by Structural Type,Single-detached house,,80
4805002,Carmangay,2021,Private Households by Structural Type,Single-detached house,,115
4805004,Champion,2001,Private Households by Structural Type,Single-detached house,,115
4805004,Champion,2006,Private Households by Structural Type,Single-detached house,,110
4805004,Champion,2011,Private Households by Structural Type,Single-detached house,,125
4805004,Champion,2016,Private Households by Structural Type,Single-detached house,,160
4805004,Champion,2021,Private Households by Structural Type,Single-detached house,,130
4805006,Vulcan,2001,Private Households by Structural Type,Single-detached house,,575
4805006,Vulcan,2006,Private Households by Structural Type,Single-detached house,,615
4805006,Vulcan,2011,Private Households by Structural Type,Single-detached house,,625
4805006,Vulcan,2016,Private Households by Structural Type,Single-detached house,,650
4805006,Vulcan,2021,Private Households by Structural Type,Single-detached house,,615
4805008,Lomond,2001,Private Households by Structural Type,Single-detached house,,60
4805008,Lomond,2006,Private Households by Structural Type,Single-detached house,,65
4805008,Lomond,2011,Private Households by Structural Type,Single-detached house,,75
4805008,Lomond,2016,Private Households by Structural Type,Single-detached house,,65
4805008,Lomond,2021,Private Households by Structural Type,Single-detached house,,50
4806034,Olds,2001,Private Households by Structural Type,Single-detached house,,1745
4806034,Olds,2006,Private Households by Structural Type,Single-detached house,,1870
4806034,Olds,2011,Private Households by Structural Type,Single-detached house,,2120
4806034,Olds,2016,Private Households by Structural Type,Single-detached house,,2255
4806034,Olds,2021,Private Households by Structural Type,Single-detached house,,2330
4806036,Sundre,2001,Private Households by Structural Type,Single-detached house,,745
4806036,Sundre,2006,Private Households by Structural Type,Single-detached house,,815
4806036,Sundre,2011,Private Households by Structural Type,Single-detached house,,595
4806036,Sundre,2016,Private Households by Structural Type,Single-detached house,,785
4806036,Sundre,2021,Private Households by Structural Type,Single-detached house,,600
4806803,Eden Valley 216,2001,Private Households by Structural Type,Single-detached house,,90
4806803,Eden Valley 216,2006,Private Households by Structural Type,Single-detached house,,65
4806803,Eden Valley 216,2011,Private Households by Structural Type,Single-detached house,,105
4806803,Eden Valley 216,2016,Private Households by Structural Type,Single-detached house,,100
4806803,Eden Valley 216,2021,Private Households by Structural Type,Single-detached house,,0
4805048,Three Hills,2001,Private Households by Structural Type,Single-detached house,,755
4805048,Three Hills,2006,Private Households by Structural Type,Single-detached house,,810
4805048,Three Hills,2011,Private Households by Structural Type,Single-detached house,,895
4805048,Three Hills,2016,Private Households by Structural Type,Single-detached house,,825
4805048,Three Hills,2021,Private Households by Structural Type,Single-detached house,,885
4805049,Trochu,2001,Private Households by Structural Type,Single-detached house,,335
4805049,Trochu,2006,Private Households by Structural Type,Single-detached house,,330
4805049,Trochu,2011,Private Households by Structural Type,Single-detached house,,340
4805049,Trochu,2016,Private Households by Structural Type,Single-detached house,,330
4805049,Trochu,2021,Private Households by Structural Type,Single-detached house,,310
4805802,Siksika 146,2001,Private Households by Structural Type,Single-detached house,,640
4805802,Siksika 146,2006,Private Households by Structural Type,Single-detached house,,845
4805802,Siksika 146,2011,Private Households by Structural Type,Single-detached house,,790
4805802,Siksika 146,2016,Private Households by Structural Type,Single-detached house,,935
4805802,Siksika 146,2021,Private Households by Structural Type,Single-detached house,,1040
4806001,Foothills No. 31,2001,Private Households by Structural Type,Single-detached house,,5380
4806001,Foothills No. 31,2006,Private Households by Structural Type,Single-detached house,,6540
4806001,Foothills No. 31,2011,Private Households by Structural Type,Single-detached house,,7255
4806001,Foothills No. 31,2016,Private Households by Structural Type,Single-detached house,,7730
4806001,Foothills No. 31,2021,Private Households by Structural Type,Single-detached house,,7975
4806006,High River,2001,Private Households by Structural Type,Single-detached house,,2055
4806006,High River,2006,Private Households by Structural Type,Single-detached house,,2375
4806006,High River,2011,Private Households by Structural Type,Single-detached house,,2760
4806006,High River,2016,Private Households by Structural Type,Single-detached house,,2745
4806006,High River,2021,Private Households by Structural Type,Single-detached house,,2915
4806804,Tsuu T'ina Nation 145 (Sarcee 145),2001,Private Households by Structural Type,Single-detached house,,615
4806804,Tsuu T'ina Nation 145 (Sarcee 145),2011,Private Households by Structural Type,Single-detached house,,540
4806804,Tsuu T'ina Nation 145 (Sarcee 145),2016,Private Households by Structural Type,Single-detached house,,490
4806804,Tsuu T'ina Nation 145 (Sarcee 145),2021,Private Households by Structural Type,Single-detached house,,0
4807002,Provost,2001,Private Households by Structural Type,Single-detached house,,655
4807002,Provost,2006,Private Households by Structural Type,Single-detached house,,615
4807002,Provost,2011,Private Households by Structural Type,Single-detached house,,660
4807002,Provost,2016,Private Households by Structural Type,Single-detached house,,620
4807002,Provost,2021,Private Households by Structural Type,Single-detached house,,615
4807004,Czar,2001,Private Households by Structural Type,Single-detached house,,70
4807004,Czar,2006,Private Households by Structural Type,Single-detached house,,60
4807004,Czar,2011,Private Households by Structural Type,Single-detached house,,55
4807004,Czar,2016,Private Households by Structural Type,Single-detached house,,70
4807004,Czar,2021,Private Households by Structural Type,Single-detached house,,80
4807006,Hughenden,2001,Private Households by Structural Type,Single-detached house,,95
4807006,Hughenden,2006,Private Households by Structural Type,Single-detached house,,85
